Concept Id,CPT Code,Clinician Descriptor Id,Clinician Descriptor
1005733,30520,10005062,Submucous resection of nasal septum with cartilage scoring
1005733,30520,10005063,Submucous resection of nasal septum with contouring
1005733,30520,10005064,Submucous resection of nasal septum with replacement using graft
1005735,30540,10005065,Repair of choanal atresia by intranasal approach
1005736,30545,10005066,Repair of choanal atresia by transpalatine approach
1005737,30560,10005067,Lysis of intranasal synechia
1005739,30580,10005068,Repair of oromaxillary fistula
1005740,30600,10005069,Repair of oronasal fistula
1005741,30620,10005070,Intranasal dermatoplasty
1005741,30620,10005071,Septal dermatoplasty
1005742,30630,10005072,Repair of nasal septum perforation
1005745,30801,10005073,Bilateral ablation of superficial soft tissue of inferior turbinates
1005745,30801,10005074,Unilateral ablation of superficial soft tissue of inferior turbinate
1005746,30802,10005075,Bilateral ablation of intramural soft tissue of inferior turbinates
1005746,30802,10005076,Unilateral ablation of intramural soft tissue of inferior turbinate
1005748,30901,10005077,Control of anterior nasal hemorrhage
1005749,30903,10005078,Control of anterior nasal hemorrhage
1005751,30905,10005079,Control of posterior nasal hemorrhage with cautery
1005751,30905,10005080,Control of posterior nasal hemorrhage with posterior nasal pack
1005751,30905,10005081,Control of posterior nasal hemorrhage with posterior nasal pack and cautery
1005752,30906,10005082,Control of posterior nasal hemorrhage with cautery
1005752,30906,10005083,Control of posterior nasal hemorrhage with posterior nasal pack
1005752,30906,10005084,Control of posterior nasal hemorrhage with posterior nasal pack and cautery
1005754,30915,10005085,Ligation of ethmoid artery
1005755,30920,10005086,Ligation of internal maxillary artery by transantral approach
1005756,30930,10005087,Therapeutic fracture of inferior turbinate
1005757,30999,10005088,Procedure on nose
1005761,31000,10005089,Lavage of maxillary sinus using cannula
1005762,31002,10005090,Lavage of sphenoid sinus using cannula
1005764,31020,10005091,Maxillary sinusotomy by intranasal approach
1005765,31030,10005092,Radical maxillary sinusotomy
1005766,31032,10005093,Radical maxillary sinusotomy with removal of antrochoanal polyp
1005767,31040,10005094,Surgery on pterygomaxillary fossa
1005768,31050,10005095,Sphenoid sinusotomy
1005768,31050,10005096,Sphenoid sinusotomy with biopsy
1005769,31051,10005097,Sphenoid sinusotomy with biopsy and mucosal stripping
1005769,31051,10005098,Sphenoid sinusotomy with biopsy and removal of polyp
1005769,31051,10005099,Sphenoid sinusotomy with mucosal stripping
1005769,31051,10005100,Sphenoid sinusotomy with removal of polyp
1005771,31070,10005101,Trephine of frontal sinus by external approach
1005772,31075,10005102,Unilateral frontal sinusotomy by transorbital approach
1005773,31080,10005103,Obliterative frontal sinusotomy with brow incision
1005774,31081,10005104,Obliterative frontal sinusotomy with coronal incision
1005775,31084,10005105,Obliterative frontal sinusotomy with osteoplastic flap and brow incision
1005776,31085,10005106,Obliterative frontal sinusotomy with osteoplastic flap and coronal incision
1005777,31086,10005107,Frontal sinusotomy with osteoplastic flap and brow incision
1005778,31087,10005108,Frontal sinusotomy with osteoplastic flap and coronal incision
1005779,31090,10005109,Unilateral sinusotomy of paranasal sinuses
1005782,31200,10005110,Anterior ethmoidectomy by intranasal approach
1005783,31201,10005111,Complete ethmoidectomy by intranasal approach
1005784,31205,10005112,Complete ethmoidectomy by extranasal approach
1005786,31225,10005113,Maxillectomy
1005787,31230,10005114,Maxillectomy with orbital exenteration
1005789,31231,10005115,Bilateral diagnostic endoscopy of nose
1005789,31231,10005116,Unilateral diagnostic endoscopy of nose
1005790,31233,10005117,Diagnostic endoscopy of nose and maxillary sinus via canine fossa puncture
1005790,31233,10005118,Diagnostic endoscopy of nose and maxillary sinus via inferior meatus puncture
1005791,31235,10005119,Diagnostic endoscopy of nose and sphenoid sinus via cannulation of ostium
1005791,31235,10005120,Diagnostic endoscopy of nose and sphenoid sinus via puncture of sphenoidal face
1005793,31237,10005121,Surgical endoscopy of nose and sinus with biopsy
1005793,31237,10005122,Surgical endoscopy of nose and sinus with debridement
1005793,31237,10005123,Surgical endoscopy of nose and sinus with polypectomy
1005793,31237,10005124,Surgical endoscopy of nose with biopsy
1005793,31237,10005125,Surgical endoscopy of nose with debridement
1005793,31237,10005126,Surgical endoscopy of nose with polypectomy
1005793,31237,10005127,Surgical endoscopy of sinus with biopsy
1005793,31237,10005128,Surgical endoscopy of sinus with debridement
1005793,31237,10005129,Surgical endoscopy of sinus with polypectomy
1005794,31238,10005130,Surgical endoscopy of nose with control of nasal hemorrhage
1005795,31239,10005131,Surgical endoscopy of nose with dacryocystorhinostomy
1005796,31240,10005132,Surgical endoscopy of nose with concha bullosa resection
1030901,31241,10031228,Surgical endoscopy of nose and sinus with ligation of sphenopalatine artery
1030902,31253,10031229,Surgical endoscopy of nose and anterior and posterior sinuses with exploration of frontal sinus
1030902,31253,10031230,"Surgical endoscopy of nose and anterior and posterior sinuses, with exploration of frontal sinus and removal of tissue from frontal sinus"
1005798,31254,10005133,Surgical endoscopy of nose and sinus with partial ethmoidectomy
1005799,31255,10005134,Surgical endoscopy of nose and sinus with complete ethmoidectomy
1030903,31257,10030274,Surgical endoscopy of nose and anterior and posterior sinuses with sphenoidotomy
1030904,31259,10030275,Surgical endoscopy of nose and anterior and posterior sinuses with sphenoidotomy and removal of tissue from sphenoid sinus
1005800,31256,10005135,Surgical endoscopy of nose and sinus with maxillary antrostomy
1005801,31267,10005136,Surgical endoscopy of nose and sinus with maxillary antrostomy and removal of tissue from maxillary sinus
1005802,31276,10005137,Surgical endoscopy of nose and sinus with exploration of frontal sinus
1005802,31276,10005138,Surgical endoscopy of nose and sinus with exploration of frontal sinus and removal of tissue from frontal sinus
1005803,31287,10005139,Surgical endoscopy of nose and sinus with sphenoidotomy
1005804,31288,10005140,Surgical endoscopy of nose and sinus with sphenoidotomy and removal of tissue from sphenoid sinus
1005806,31290,10005141,Surgical endoscopy of nose and sinus with repair of cerebrospinal fluid leak from ethmoid region
1005807,31291,10005142,Surgical endoscopy of nose and sinus with repair of cerebrospinal fluid leak from sphenoid region
1005809,31292,10031233,Surgical endoscopy of sinus with decompression of inferior wall of orbit
1005809,31292,10031234,Surgical endoscopy of sinus with decompression of medial wall of orbit
1005810,31293,10031235,Surgical endoscopy of sinus with decompression of medial and inferior wall of orbit
1005811,31294,10031236,Surgical endoscopy of sinus with decompression of optic nerve
1020317,31295,10005147,Surgical endoscopy of nose and sinus with dilation of maxillary sinus ostium by transnasal approach
1020317,31295,10005148,Surgical endoscopy of nose and sinus with dilation of maxillary sinus ostium via canine fossa
1020318,31296,10031504,Surgical endoscopy of nose and sinus with dilation of frontal sinus ostium
1020319,31297,10031505,Surgical endoscopy of nose and sinus with dilation of sphenoid sinus ostium
1030905,31298,10031521,Surgical endoscopy of nose and sinus with dilation of frontal and sphenoid sinus ostium
1005813,31299,10005151,Procedure on accessory sinus
1005817,31300,10005152,Laryngotomy with cordectomy
1005817,31300,10005153,Laryngotomy with removal of laryngocele
1005817,31300,10005154,Laryngotomy with removal of tumor
1005820,31360,10005156,Complete laryngectomy
1005821,31365,10005157,Complete laryngectomy with radical neck dissection
1005822,31367,10005158,Subtotal supraglottic laryngectomy
1005823,31368,10005159,Subtotal supraglottic laryngectomy with radical neck dissection
1005825,31370,10005160,Partial horizontal laryngectomy
1005826,31375,10005161,Partial laterovertical laryngectomy
1005827,31380,10005162,Partial anterovertical laryngectomy
1005828,31382,10005163,Partial antero-latero-vertical laryngectomy
1005830,31390,10005164,Pharyngolaryngectomy with radical neck dissection
1005831,31395,10005165,Pharyngolaryngectomy with radical neck dissection and reconstruction
1005832,31400,10005166,Arytenoidectomy by external approach
1005832,31400,10005167,Arytenoidopexy by external approach
1005833,31420,10005168,Epiglottidectomy
1005835,31500,10005169,Emergency endotracheal intubation
1005836,31502,10005170,Tracheotomy tube change
1005839,31505,10005171,Diagnostic indirect laryngoscopy
1005840,31510,10005172,Indirect laryngoscopy with biopsy
1005841,31511,10005173,Indirect laryngoscopy with removal of foreign body
1005842,31512,10005174,Indirect laryngoscopy with removal of lesion
1005843,31513,10005175,Indirect laryngoscopy with vocal cord injection
1005845,31515,10005176,Direct laryngoscopy
1005845,31515,10005177,Direct laryngoscopy with tracheoscopy
1005846,31520,10005178,Diagnostic direct laryngoscopy
1005846,31520,10005179,Diagnostic direct laryngoscopy with tracheoscopy
1005847,31525,10005180,Diagnostic direct laryngoscopy
1005847,31525,10005181,Diagnostic direct laryngoscopy with tracheoscopy
1005848,31526,10005182,Diagnostic direct laryngoscopy using operating microscope
1005848,31526,10005183,Diagnostic direct laryngoscopy using operating telescope
1005848,31526,10005184,Diagnostic direct laryngoscopy with tracheoscopy using operating microscope
1005848,31526,10005185,Diagnostic direct laryngoscopy with tracheoscopy using operating telescope
1005849,31527,10005186,Diagnostic direct laryngoscopy with insertion of obturator
1005849,31527,10005187,Diagnostic direct laryngoscopy with tracheoscopy and insertion of obturator
1005850,31528,10005188,Diagnostic direct laryngoscopy with dilation
1005850,31528,10005189,Diagnostic direct laryngoscopy with tracheoscopy and dilation
1005851,31529,10005190,Diagnostic direct laryngoscopy with dilation
1005851,31529,10005191,Diagnostic direct laryngoscopy with tracheoscopy and dilation
1005852,31530,10005192,Direct operative laryngoscopy with foreign body removal
1005853,31531,10005193,Direct operative laryngoscopy with foreign body removal using operating microscope
1005853,31531,10005194,Direct operative laryngoscopy with foreign body removal using operating telescope
1005854,31535,10005195,Direct operative laryngoscopy with biopsy
1005855,31536,10005196,Direct operative laryngoscopy with biopsy using operating microscope
1005855,31536,10005197,Direct operative laryngoscopy with biopsy using operating telescope
1005856,31540,10005198,Direct operative laryngoscopy with excision of tumor
1005856,31540,10005199,Direct operative laryngoscopy with excision of tumor and stripping of epiglottis
1005856,31540,10005200,Direct operative laryngoscopy with excision of tumor and stripping of vocal cord
1005856,31540,10005201,Direct operative laryngoscopy with stripping of epiglottis
1005856,31540,10005202,Direct operative laryngoscopy with stripping of vocal cord
1005857,31541,10005203,Direct operative laryngoscopy with excision of tumor
1005857,31541,10005204,Direct operative laryngoscopy with excision of tumor and stripping of vocal cord using operating microscope
1005857,31541,10005205,Direct operative laryngoscopy with excision of tumor and stripping of vocal cord using operating telescope
1005857,31541,10005206,Direct operative laryngoscopy with excision of tumor using operating microscope
1005857,31541,10005207,Direct operative laryngoscopy with excision of tumor using operating telescope
1005857,31541,10005208,Direct operative laryngoscopy with stripping of vocal cord using operating microscope
1005857,31541,10005209,Direct operative laryngoscopy with stripping of vocal cord using operating telescope
1005857,31541,10005210,Direct operative laryngoscopy with stripping of vocal epiglottis using operating microscope
1005857,31541,10005211,Direct operative laryngoscopy with stripping of vocal epiglottis using operating telescope
1005859,31545,10005212,Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with flap
1005859,31545,10005213,Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with flap using operating microscope
1005859,31545,10005214,Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with flap using operating telescope
1005860,31546,10005215,Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with graft
1005860,31546,10005216,Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with graft using operating microscope
1005860,31546,10005217,Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with graft using operating telescope
1005861,31560,10005218,Direct operative laryngoscopy with arytenoidectomy
1005862,31561,10005219,Direct operative laryngoscopy with arytenoidectomy
1005862,31561,10005220,Direct operative laryngoscopy with arytenoidectomy using operating microscope
1005862,31561,10005221,Direct operative laryngoscopy with arytenoidectomy using operating telescope
1005863,31570,10005222,Direct therapeutic laryngoscopy with injection into vocal cord
1005864,31571,10005223,Direct therapeutic laryngoscopy with injection into vocal cord
1005864,31571,10005224,Direct therapeutic laryngoscopy with injection into vocal cord using operating microscope
1005864,31571,10005225,Direct therapeutic laryngoscopy with injection into vocal cord using operating telescope
1029575,31572,10029892,Flexible laryngoscopy with unilateral laser destruction of lesion
1029576,31573,10029893,Flexible laryngoscopy with unilateral percutaneous therapeutic injection
1029576,31573,10029894,Flexible laryngoscopy with unilateral therapeutic injection
1029576,31573,10029895,Flexible laryngoscopy with unilateral therapeutic injection via endoscopic channel
1029576,31573,10029896,Flexible laryngoscopy with unilateral transoral therapeutic injection
1029577,31574,10029897,Flexible laryngoscopy with unilateral injection for augmentation
1029577,31574,10029898,Flexible laryngoscopy with unilateral percutaneous injection for augmentation
1029577,31574,10029899,Flexible laryngoscopy with unilateral transoral injection for augmentation
1005866,31575,10005226,Diagnostic flexible fiberoptic laryngoscopy
1005867,31576,10005227,Flexible fiberoptic laryngoscopy with biopsy
1005868,31577,10005228,Flexible fiberoptic laryngoscopy with removal of foreign body
1005869,31578,10005229,Flexible fiberoptic laryngoscopy with removal of lesion
1005870,31579,10005230,Flexible fiberoptic laryngoscopy with stroboscopy
1005870,31579,10005231,Rigid fiberoptic laryngoscopy with stroboscopy
1029578,31551,10029886,Laryngoplasty for laryngeal stenosis with graft
1029578,31551,10029887,"Laryngoplasty for laryngeal stenosis with graft, without placement of indwelling stent"
1029579,31552,10029888,Laryngoplasty for laryngeal stenosis with graft
1029579,31552,10029889,"Laryngoplasty for laryngeal stenosis with graft, without placement of indwelling stent"
1029580,31553,10029890,"Laryngoplasty for laryngeal stenosis with graft, with placement of indwelling stent"
1029581,31554,10029891,"Laryngoplasty for laryngeal stenosis with graft, with placement of indwelling stent"
1005873,31580,10005232,Laryngoplasty of laryngeal web with keel insertion and removal
1005875,31584,10029900,Laryngoplasty with open reduction and fixation of fracture
1005875,31584,10029901,"Laryngoplasty with open reduction and fixation of fracture, with tracheostomy"
1005876,31587,10005238,Cricoid split laryngoplasty
1005876,31587,10029902,Cricoid split laryngoplasty without graft
1005878,31590,10005240,Laryngeal reinnervation using neuromuscular pedicle
1029582,31591,10031102,Unilateral medialization laryngoplasty
1029583,31592,10031103,Cricotracheal resection
1005882,31599,10005242,Procedure on larynx
1005885,31600,10005243,Tracheostomy
1005886,31601,10005244,Tracheostomy
1005888,31603,10005245,Transtracheal tracheostomy
1005889,31605,10005246,Cricothyroid membrane tracheostomy
1005890,31610,10005247,Tracheal fenestration using skin flap
1005891,31611,10005248,Construction of tracheoesophageal fistula and insertion of alaryngeal speech prosthesis
1005892,31612,10005249,Percutaneous tracheal puncture with transtracheal aspiration
1005892,31612,10005250,Percutaneous tracheal puncture with transtracheal aspiration and injection
1005892,31612,10005251,Percutaneous tracheal puncture with transtracheal injection
1005894,31613,10005252,Revision of tracheostoma
1005895,31614,10005253,Revision of tracheostoma with flap rotation
1005897,31615,10005254,Tracheobronchoscopy through established tracheostomy incision
1005900,31622,10005257,Diagnostic flexible bronchoscopy
1005900,31622,10005258,Diagnostic flexible bronchoscopy using fluoroscopic guidance
1005900,31622,10005259,Diagnostic flexible bronchoscopy with cell washing
1005900,31622,10005260,Diagnostic flexible bronchoscopy with cell washing using fluoroscopic guidance
1005900,31622,10005261,Diagnostic rigid bronchoscopy
1005900,31622,10005262,Diagnostic rigid bronchoscopy using fluoroscopic guidance
1005900,31622,10005263,Diagnostic rigid bronchoscopy with cell washing
1005900,31622,10005264,Diagnostic rigid bronchoscopy with cell washing using fluoroscopic guidance
1005901,31623,10005265,Flexible bronchoscopy with brushing
1005901,31623,10005266,Flexible bronchoscopy with brushing using fluoroscopic guidance
1005901,31623,10005267,Flexible bronchoscopy with protected brushing
1005901,31623,10005268,Flexible bronchoscopy with protected brushing using fluoroscopic guidance
1005901,31623,10005269,Rigid bronchoscopy using fluoroscopic guidance
1005901,31623,10005270,Rigid bronchoscopy with brushing
1005901,31623,10005271,Rigid bronchoscopy with brushing using fluoroscopic guidance
1005901,31623,10005272,Rigid bronchoscopy with protected brushing
1005901,31623,10005273,Rigid bronchoscopy with protected brushing using fluoroscopic guidance
1005902,31624,10005274,Flexible bronchoscopy with bronchial alveolar lavage
1005902,31624,10005275,Flexible bronchoscopy with bronchial alveolar lavage using fluoroscopic guidance
1005902,31624,10005276,Rigid bronchoscopy with bronchial alveolar lavage
1005902,31624,10005277,Rigid bronchoscopy with bronchial alveolar lavage using fluoroscopic guidance
1005903,31625,10005278,Flexible bronchoscopy with bronchial biopsy
1005903,31625,10005279,Flexible bronchoscopy with bronchial biopsy using fluoroscopic guidance
1005903,31625,10005280,Flexible bronchoscopy with endobronchial biopsy
1005903,31625,10005281,Flexible bronchoscopy with endobronchial biopsy using fluoroscopic guidance
1005903,31625,10005282,Rigid bronchoscopy with bronchial biopsy
1005903,31625,10005283,Rigid bronchoscopy with bronchial biopsy using fluoroscopic guidance
1005903,31625,10005284,Rigid bronchoscopy with endobronchial biopsy
1005903,31625,10005285,Rigid bronchoscopy with endobronchial biopsy using fluoroscopic guidance
1019993,31626,10005286,Flexible bronchoscopy with placement of fiducial marker
1019993,31626,10005287,Flexible bronchoscopy with placement of fiducial marker using fluoroscopic guidance
1019993,31626,10005288,Rigid bronchoscopy with placement of fiducial marker
1019993,31626,10005289,Rigid bronchoscopy with placement of fiducial marker using fluoroscopic guidance
1019994,31627,10005290,"Rigid bronchoscopy with computer-assisted, image-guided navigation"
1019994,31627,10005291,"Rigid bronchoscopy with computer-assisted, image-guided navigation using fluoroscopic guidance"
1005904,31628,10005292,Flexible bronchoscopy with biopsy of lung
1005904,31628,10005293,Flexible bronchoscopy with biopsy of lung using fluoroscopic guidance
1005904,31628,10005294,Rigid bronchoscopy with biopsy of lung
1005904,31628,10005295,Rigid bronchoscopy with biopsy of lung using fluoroscopic guidance
1005905,31629,10005296,Flexible bronchoscopy with transbronchial needle aspiration biopsy of lobar bronchus
1005905,31629,10005297,Flexible bronchoscopy with transbronchial needle aspiration biopsy of lobar bronchus using fluoroscopic guidance
1005905,31629,10005298,Flexible bronchoscopy with transbronchial needle aspiration biopsy of main stem bronchus
1005905,31629,10005299,Flexible bronchoscopy with transbronchial needle aspiration biopsy of main stem bronchus using fluoroscopic guidance
1005905,31629,10005300,Flexible bronchoscopy with transbronchial needle aspiration biopsy of trachea
1005905,31629,10005301,Flexible bronchoscopy with transbronchial needle aspiration biopsy of trachea using fluoroscopic guidance
1005905,31629,10005302,Rigid bronchoscopy with transbronchial needle aspiration biopsy of lobar bronchus
1005905,31629,10005303,Rigid bronchoscopy with transbronchial needle aspiration biopsy of lobar bronchus using fluoroscopic guidance
1005905,31629,10005304,Rigid bronchoscopy with transbronchial needle aspiration biopsy of main stem bronchus
1005905,31629,10005305,Rigid bronchoscopy with transbronchial needle aspiration biopsy of main stem bronchus using fluoroscopic guidance
1005905,31629,10005306,Rigid bronchoscopy with transbronchial needle aspiration biopsy of trachea
1005905,31629,10005307,Rigid bronchoscopy with transbronchial needle aspiration biopsy of trachea using fluoroscopic guidance
1005906,31630,10005308,Flexible bronchoscopy with bronchial dilation
1005906,31630,10005309,Flexible bronchoscopy with bronchial dilation using fluoroscopic guidance
1005906,31630,10005310,Flexible bronchoscopy with closed reduction of fracture of bronchus
1005906,31630,10005311,Flexible bronchoscopy with closed reduction of fracture of bronchus using fluoroscopic guidance
1005906,31630,10005312,Flexible bronchoscopy with closed reduction of fracture of trachea
1005906,31630,10005313,Flexible bronchoscopy with closed reduction of fracture of trachea using fluoroscopic guidance
1005906,31630,10005314,Flexible bronchoscopy with tracheal dilation
1005906,31630,10005315,Flexible bronchoscopy with tracheal dilation using fluoroscopic guidance
1005906,31630,10005316,Rigid bronchoscopy with bronchial dilation
1005906,31630,10005317,Rigid bronchoscopy with bronchial dilation using fluoroscopic guidance
1005906,31630,10005318,Rigid bronchoscopy with closed reduction of fracture of bronchus
1005906,31630,10005319,Rigid bronchoscopy with closed reduction of fracture of bronchus using fluoroscopic guidance
1005906,31630,10005320,Rigid bronchoscopy with closed reduction of fracture of trachea
1005906,31630,10005321,Rigid bronchoscopy with closed reduction of fracture of trachea using fluoroscopic guidance
1005906,31630,10005322,Rigid bronchoscopy with tracheal dilation
1005906,31630,10005323,Rigid bronchoscopy with tracheal dilation using fluoroscopic guidance
1005907,31631,10005324,Flexible bronchoscopy with placement of tracheal stent
1005907,31631,10005325,Flexible bronchoscopy with placement of tracheal stent using fluoroscopic guidance
1005907,31631,10005326,Flexible bronchoscopy with placement of tracheal stent using fluoroscopic guidance with tracheal dilation
1005907,31631,10005327,Flexible bronchoscopy with placement of tracheal stent with tracheal dilation
1005907,31631,10005328,Rigid bronchoscopy with placement of tracheal stent
1005907,31631,10005329,Rigid bronchoscopy with placement of tracheal stent using fluoroscopic guidance
1005907,31631,10005330,Rigid bronchoscopy with placement of tracheal stent using fluoroscopic guidance with tracheal dilation
1005907,31631,10005331,Rigid bronchoscopy with placement of tracheal stent with tracheal dilation
1005908,31632,10030885,"Flexible bronchoscopy with transbronchial lung biopsy using fluoroscopic guidance, each additional lobe"
1005908,31632,10030886,"Flexible bronchoscopy with transbronchial lung biopsy, each additional lobe"
1005908,31632,10030887,"Rigid bronchoscopy with transbronchial lung biopsy using fluoroscopic guidance, each additional lobe"
1005908,31632,10030888,"Rigid bronchoscopy with transbronchial lung biopsy, each additional lobe"
1005909,31633,10005336,Flexible bronchoscopy with transbronchial needle aspiration biopsy of lung
1005909,31633,10005337,Flexible bronchoscopy with transbronchial needle aspiration biopsy of lung using fluoroscopic guidance
1005909,31633,10005338,Rigid bronchoscopy with transbronchial needle aspiration biopsy of lung
1005909,31633,10005339,Rigid bronchoscopy with transbronchial needle aspiration biopsy of lung using fluoroscopic guidance
1020320,31634,10005340,Flexible bronchoscopy with balloon occlusion and assessment of air leak
1020320,31634,10005341,Flexible bronchoscopy with balloon occlusion and assessment of air leak using fluoroscopic guidance
1020320,31634,10005342,"Flexible bronchoscopy with balloon occlusion, assessment of air leak, and administration of occlusive substance"
1020320,31634,10005343,"Flexible bronchoscopy with balloon occlusion, assessment of air leak, and administration of occlusive substance using fluoroscopic guidance"
1020320,31634,10005344,Rigid bronchoscopy with balloon occlusion and assessment of air leak
1020320,31634,10005345,Rigid bronchoscopy with balloon occlusion and assessment of air leak using fluoroscopic guidance
1020320,31634,10005346,"Rigid bronchoscopy with balloon occlusion, assessment of air leak, and administration of occlusive substance"
1020320,31634,10005347,"Rigid bronchoscopy with balloon occlusion, assessment of air leak, and administration of occlusive substance using fluoroscopic guidance"
1005910,31635,10005348,Flexible bronchoscopy with removal of foreign body
1005910,31635,10005349,Flexible bronchoscopy with removal of foreign body using fluoroscopic guidance
1005910,31635,10005350,Rigid bronchoscopy with removal of foreign body
1005910,31635,10005351,Rigid bronchoscopy with removal of foreign body using fluoroscopic guidance
1005911,31636,10005352,Flexible bronchoscopy with placement of bronchial stent
1005911,31636,10005353,Flexible bronchoscopy with placement of bronchial stent and bronchial dilation
1005911,31636,10005354,Flexible bronchoscopy with placement of bronchial stent and bronchial dilation using fluoroscopic guidance
1005911,31636,10005355,Flexible bronchoscopy with placement of bronchial stent using fluoroscopic guidance
1005911,31636,10005356,Rigid bronchoscopy with placement of bronchial stent
1005911,31636,10005357,Rigid bronchoscopy with placement of bronchial stent and bronchial dilation
1005911,31636,10005358,Rigid bronchoscopy with placement of bronchial stent and bronchial dilation using fluoroscopic guidance
1005911,31636,10005359,Rigid bronchoscopy with placement of bronchial stent using fluoroscopic guidance
1005912,31637,10005360,Flexible bronchoscopy with placement of bronchial stent
1005912,31637,10005361,Flexible bronchoscopy with placement of bronchial stent and bronchial dilation
1005912,31637,10005362,Flexible bronchoscopy with placement of bronchial stent and bronchial dilation using fluoroscopic guidance
1005912,31637,10005363,Flexible bronchoscopy with placement of bronchial stent using fluoroscopic guidance
1005912,31637,10005364,Rigid bronchoscopy with placement of bronchial stent
1005912,31637,10005365,Rigid bronchoscopy with placement of bronchial stent and bronchial dilation
1005912,31637,10005366,Rigid bronchoscopy with placement of bronchial stent and bronchial dilation using fluoroscopic guidance
1005912,31637,10005367,Rigid bronchoscopy with placement of bronchial stent using fluoroscopic guidance
1005913,31638,10005368,Flexible bronchoscopy with revision of bronchial stent
1005913,31638,10005369,Flexible bronchoscopy with revision of bronchial stent and bronchial dilation
1005913,31638,10005370,Flexible bronchoscopy with revision of bronchial stent and bronchial dilation using fluoroscopic guidance
1005913,31638,10005371,Flexible bronchoscopy with revision of bronchial stent using fluoroscopic guidance
1005913,31638,10005372,Flexible bronchoscopy with revision of tracheal stent
1005913,31638,10005373,Flexible bronchoscopy with revision of tracheal stent and tracheal dilation
1005913,31638,10005374,Flexible bronchoscopy with revision of tracheal stent and tracheal dilation using fluoroscopic guidance
1005913,31638,10005375,Flexible bronchoscopy with revision of tracheal stent using fluoroscopic guidance
1005913,31638,10005376,Rigid bronchoscopy with revision of bronchial stent
1005913,31638,10005377,Rigid bronchoscopy with revision of bronchial stent and bronchial dilation
1005913,31638,10005378,Rigid bronchoscopy with revision of bronchial stent and bronchial dilation using fluoroscopic guidance
1005913,31638,10005379,Rigid bronchoscopy with revision of bronchial stent using fluoroscopic guidance
1005913,31638,10005380,Rigid bronchoscopy with revision of tracheal stent
1005913,31638,10005381,Rigid bronchoscopy with revision of tracheal stent and tracheal dilation
1005913,31638,10005382,Rigid bronchoscopy with revision of tracheal stent and tracheal dilation using fluoroscopic guidance
1005913,31638,10005383,Rigid bronchoscopy with revision of tracheal stent using fluoroscopic guidance
1005914,31640,10005384,Flexible bronchoscopy with excision of tumor
1005914,31640,10005385,Flexible bronchoscopy with excision of tumor using fluoroscopic guidance
1005914,31640,10005386,Rigid bronchoscopy with excision of tumor
1005914,31640,10005387,Rigid bronchoscopy with excision of tumor using fluoroscopic guidance
1005916,31641,10005388,Flexible bronchoscopy with destruction of tumor
1005916,31641,10005389,Flexible bronchoscopy with destruction of tumor using fluoroscopic guidance
1005916,31641,10005390,Flexible bronchoscopy with relief of stenosis
1005916,31641,10005391,Flexible bronchoscopy with relief of stenosis using fluoroscopic guidance
1005916,31641,10005392,Rigid bronchoscopy with destruction of tumor
1005916,31641,10005393,Rigid bronchoscopy with destruction of tumor using fluoroscopic guidance
1005916,31641,10005394,Rigid bronchoscopy with relief of stenosis
1005916,31641,10005395,Rigid bronchoscopy with relief of stenosis using fluoroscopic guidance
1005917,31643,10005396,Flexible bronchoscopy with placement of catheter for intracavitary radioelement application
1005917,31643,10005397,Flexible bronchoscopy with placement of catheter for intracavitary radioelement application using fluoroscopic guidance
1005917,31643,10005398,Rigid bronchoscopy with placement of catheter for intracavitary radioelement application
1005917,31643,10005399,Rigid bronchoscopy with placement of catheter for intracavitary radioelement application using fluoroscopic guidance
1005918,31645,10030889,Initial flexible bronchoscopy with therapeutic aspiration of tracheobronchial tree
1005918,31645,10030890,Initial flexible bronchoscopy with therapeutic aspiration of tracheobronchial tree using fluoroscopic guidance
1005918,31645,10030891,Initial rigid bronchoscopy with therapeutic aspiration of tracheobronchial tree
1005918,31645,10030892,Initial rigid bronchoscopy with therapeutic aspiration of tracheobronchial tree using fluoroscopic guidance
1005919,31646,10030893,Subsequent flexible bronchoscopy with therapeutic aspiration of tracheobronchial tree
1005919,31646,10030894,Subsequent flexible bronchoscopy with therapeutic aspiration of tracheobronchial tree using fluoroscopic guidance
1005919,31646,10030895,Subsequent rigid bronchoscopy with therapeutic aspiration of tracheobronchial tree
1005919,31646,10030896,Subsequent rigid bronchoscopy with therapeutic aspiration of tracheobronchial tree using fluoroscopic guidance
1020956,31647,10029475,Flexible bronchoscopy with balloon occlusion and insertion of bronchial valve
1020956,31647,10029476,Flexible bronchoscopy with insertion of bronchial valve
1020956,31647,10029477,Rigid bronchoscopy with balloon occlusion and insertion of bronchial valve
1020956,31647,10029478,Rigid bronchoscopy with insertion of bronchial valve
1020957,31648,10029479,Flexible bronchoscopy with removal of bronchial valve
1020957,31648,10029480,Rigid bronchoscopy with removal of bronchial valve
1020958,31649,10029481,Flexible bronchoscopy with removal of bronchial valve
1020958,31649,10029482,Rigid bronchoscopy with removal of bronchial valve
